latitude,longitude,FID,id,st_area(shape),st_perimeter(shape),
0,0,41,118,6.97493529251911e-7,0.003540718764296143,
0,0,42,119,0.0000011668245966528374,0.005392996410938973,
0,0,43,122,7.274418094069183e-7,0.0036630676546137216,
0,0,44,123,5.339680384391617e-8,0.0010573982873976016,
0,0,45,124,5.339698332724957e-8,0.0010574003425542022,
0,0,46,125,0.0000012945182948278457,0.005797589385278465,
0,0,47,127,0.0000012001078052105413,0.005233626465532376,
0,0,48,130,9.927674811974929e-7,0.0043840261241159355,
0,0,49,133,4.6795690180858045e-7,0.002760852030221526,
0,0,50,134,7.354802577835202e-7,0.0034946574241456396,
0,0,51,135,2.513507405752883e-7,0.0024324644104579698,
0,0,52,140,2.977154039275903e-7,0.0026165220527448307,
0,0,53,145,2.5238080315215696e-7,0.002445764178378093,
0,0,54,146,5.3398499125348736e-8,0.0010574168971753143,
0,0,55,147,0.0000010028689631741334,0.004085620726185418,
0,0,56,148,5.339861057930783e-8,0.0010574182788218606,
0,0,57,150,3.3546080365153215e-7,0.002768188124322768,
0,0,58,154,1.0527692952789451e-7,0.0016365353199735383,
0,0,59,156,3.8339672483879236e-7,0.00291005155958487,
0,0,60,157,8.463799685536335e-7,0.00440197660126641,
